x,y
1185,302
1183,302
1182,301
1180,301
1179,300
1175,300
1174,299
1172,299
1171,298
1167,298
1166,297
1165,297
1163,295
1162,295
1161,294
1160,294
1156,290
1155,290
1154,289
1153,289
1152,288
1148,288
1147,287
1144,287
1143,286
1139,286
1138,285
1134,285
1133,284
1127,284
1126,283
1124,283
1123,282
1079,282
1078,283
1074,283
1073,284
1071,284
1070,285
1052,285
1051,284
1010,284
1009,283
1007,283
1006,282
1004,282
1003,281
1001,281
1000,280
998,280
997,279
973,279
972,280
967,280
966,279
962,279
961,278
959,278
958,277
956,277
955,276
953,276
952,275
938,275
937,276
933,276
932,277
921,277
920,278
908,278
907,279
886,279
885,280
869,280
868,281
862,281
861,280
854,280
853,279
851,279
850,278
848,278
847,277
838,277
837,276
833,276
832,275
819,275
818,274
809,274
808,273
803,273
802,272
800,272
798,270
797,270
795,268
794,268
792,266
791,266
786,261
786,260
785,259
785,257
786,256
786,254
787,253
787,249
788,248
788,246
789,245
789,241
790,240
790,196
792,194
793,194
794,193
795,193
796,192
797,192
796,192
795,193
794,193
793,194
792,194
791,195
790,195
786,191
786,189
785,188
785,186
784,185
784,183
783,182
783,180
782,179
782,177
781,176
781,170
780,169
780,168
779,167
779,166
778,165
778,164
773,159
771,159
770,158
768,158
767,157
765,157
764,156
762,156
761,155
759,155
758,154
756,154
755,153
753,153
752,152
747,152
746,151
741,151
740,150
736,150
735,149
726,149
725,148
708,148
707,147
706,147
705,146
702,146
698,142
697,142
693,138
692,138
691,137
690,137
688,135
687,135
686,134
684,134
682,132
680,132
679,131
638,131
637,130
583,130
582,129
579,129
578,128
576,128
575,127
573,127
572,126
570,126
569,125
